symbol,date,netProfitMargin,grossProfitMargin,operatingProfitMargin,Name,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
AMGN,2022-12-31,0.2489077992630019,0.7566386810014056,0.2026744671959883,Amgen Inc,Healthcare,Drug Manufacturers—General,"25,200",22.0,0.7,7.9,13.5,Significant,3.0,32nd percentile,Medium
AMGN,2021-12-31,0.2268370607028754,0.7515685746179607,0.2311482351129758,Amgen Inc,Healthcare,Drug Manufacturers—General,"25,200",22.0,0.7,7.9,13.5,Significant,3.0,32nd percentile,Medium
AMGN,2020-12-31,0.2857142857142857,0.7577485840151038,0.2278949024543738,Amgen Inc,Healthcare,Drug Manufacturers—General,"25,200",22.0,0.7,7.9,13.5,Significant,3.0,32nd percentile,Medium
APH,2024-12-31,0.1592358779979898,0.3376339282781635,0.2073810821996098,Amphenol Corp Cl A,Technology,Electronic Components,"91,000",21.0,8.0,7.8,5.5,Moderate,2.0,31st percentile,Medium
APH,2023-12-31,0.1535679864911149,0.3253044676495655,0.2038758393271046,Amphenol Corp Cl A,Technology,Electronic Components,"91,000",21.0,8.0,7.8,5.5,Moderate,2.0,31st percentile,Medium
APH,2022-12-31,0.1507011011645409,0.3191158995484433,0.2048482927988592,Amphenol Corp Cl A,Technology,Electronic Components,"91,000",21.0,8.0,7.8,5.5,Moderate,2.0,31st percentile,Medium
APH,2021-12-31,0.1462629754604047,0.3127718065886377,0.1935492768680525,Amphenol Corp Cl A,Technology,Electronic Components,"91,000",21.0,8.0,7.8,5.5,Moderate,2.0,31st percentile,Medium
APH,2020-12-31,0.1399481329007198,0.3098186977404086,0.1905359987905429,Amphenol Corp Cl A,Technology,Electronic Components,"91,000",21.0,8.0,7.8,5.5,Moderate,2.0,31st percentile,Medium
ADI,2024-11-02,0.1734640676929428,0.5708341337690674,0.2156321359663364,Analog Devices Inc,Technology,Semiconductors,"24,450",24.0,10.1,5.9,7.7,,0.0,39th percentile,Medium
ADI,2023-10-28,0.2693566693827877,0.640135958286752,0.3106822057936674,Analog Devices Inc,Technology,Semiconductors,"24,450",24.0,10.1,5.9,7.7,,0.0,39th percentile,Medium
ADI,2022-10-29,0.228780735200146,0.6269771489866824,0.2729076765990345,Analog Devices Inc,Technology,Semiconductors,"24,450",24.0,10.1,5.9,7.7,,0.0,39th percentile,Medium
ADI,2021-10-30,0.1899928480521258,0.6183158187586547,0.2312291429987841,Analog Devices Inc,Technology,Semiconductors,"24,450",24.0,10.1,5.9,7.7,,0.0,39th percentile,Medium
ADI,2020-10-31,0.217874138684318,0.6586544914061184,0.267397648711703,Analog Devices Inc,Technology,Semiconductors,"24,450",24.0,10.1,5.9,7.7,,0.0,39th percentile,Medium
ANSS,2024-12-31,0.2262220858225509,0.8900432213183779,0.2820989708854378,Ansys Inc,Technology,Software—Application,"6,000",13.0,1.0,5.0,7.0,,0.0,6th percentile,Negligible
ANSS,2023-12-31,0.2204507678366342,0.8804827773663637,0.275836593685585,Ansys Inc,Technology,Software—Application,"6,000",13.0,1.0,5.0,7.0,,0.0,6th percentile,Negligible
ANSS,2022-12-31,0.253544692389883,0.8786567083972185,0.28692461534514,Ansys Inc,Technology,Software—Application,"6,000",13.0,1.0,5.0,7.0,,0.0,6th percentile,Negligible
ANSS,2021-12-31,0.2384346900297108,0.8646971361739956,0.2691912530189357,Ansys Inc,Technology,Software—Application,"6,000",13.0,1.0,5.0,7.0,,0.0,6th percentile,Negligible
ANSS,2020-12-31,0.2580668376854297,0.8660177232220125,0.2952220815239663,Ansys Inc,Technology,Software—Application,"6,000",13.0,1.0,5.0,7.0,,0.0,6th percentile,Negligible
APA,2024-12-31,0.0825716339735031,0.44181986238061,0.3285406182602444,Apa Corp,Energy,Oil & Gas E&P,"2,273",39.0,22.0,8.0,8.9,Moderate,2.0,83rd percentile,High
APA,2023-12-31,0.3448484116439183,0.5105689092885615,0.4056045416113057,Apa Corp,Energy,Oil & Gas E&P,"2,273",39.0,22.0,8.0,8.9,Moderate,2.0,83rd percentile,High
APA,2022-12-31,0.3317381489841986,0.5647855530474041,0.4588713318284424,Apa Corp,Energy,Oil & Gas E&P,"2,273",39.0,22.0,8.0,8.9,Moderate,2.0,83rd percentile,High
APA,2021-12-31,0.1218534752661239,0.443331246086412,0.337132122730119,Apa Corp,Energy,Oil & Gas E&P,"2,273",39.0,22.0,8.0,8.9,Moderate,2.0,83rd percentile,High
APA,2020-12-31,-1.0958286358511835,0.2040586245772266,0.0390078917700112,Apa Corp,Energy,Oil & Gas E&P,"2,273",39.0,22.0,8.0,8.9,Moderate,2.0,83rd percentile,High
AAPL,2024-09-28,0.2397125576994386,0.4620634981523393,0.3151022287007556,Apple Inc,Technology,Consumer Electronics,"164,000",17.0,0.6,9.2,6.9,Significant,3.0,15th percentile,Low
AAPL,2023-09-30,0.2530623426432028,0.4413112957720756,0.2982141226502472,Apple Inc,Technology,Consumer Electronics,"164,000",17.0,0.6,9.2,6.9,Significant,3.0,15th percentile,Low
AAPL,2022-09-24,0.2530964070519973,0.4330963056136008,0.3028874439552859,Apple Inc,Technology,Consumer Electronics,"164,000",17.0,0.6,9.2,6.9,Significant,3.0,15th percentile,Low
AAPL,2021-09-25,0.2588179335569424,0.4177935962516778,0.2978237752756159,Apple Inc,Technology,Consumer Electronics,"164,000",17.0,0.6,9.2,6.9,Significant,3.0,15th percentile,Low
AAPL,2020-09-26,0.2091361127807223,0.3823324772781086,0.2414731435440686,Apple Inc,Technology,Consumer Electronics,"164,000",17.0,0.6,9.2,6.9,Significant,3.0,15th percentile,Low
AMAT,2024-10-27,0.2640933176332057,0.4745731527818663,0.2894833676773624,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,"33,000",12.0,3.8,5.1,2.6,Low,1.0,4th percentile,Low
AMAT,2023-10-29,0.2585511181506204,0.4670211562393936,0.2886450201757363,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,"33,000",12.0,3.8,5.1,2.6,Low,1.0,4th percentile,Low
AMAT,2022-10-30,0.2530541012216405,0.465115377157262,0.3020360674810937,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,"33,000",12.0,3.8,5.1,2.6,Low,1.0,4th percentile,Low
AMAT,2021-10-31,0.2553006980878463,0.4732255127260114,0.2987035511425226,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,"33,000",12.0,3.8,5.1,2.6,Low,1.0,4th percentile,Low
AMAT,2020-10-25,0.2103825136612022,0.44715730728985,0.2537495640041856,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,"33,000",12.0,3.8,5.1,2.6,Low,1.0,4th percentile,Low
APTV,2024-12-31,0.0906508395475067,0.1882514077005022,0.0934408765789073,Aptiv Plc,Consumer Cyclical,Auto Parts,"160,000",12.0,2.0,5.0,4.0,Low,1.0,4th percentile,Negligible
APTV,2023-12-31,0.1465263577876415,0.1724103535983242,0.0777517330806443,Aptiv Plc,Consumer Cyclical,Auto Parts,"160,000",12.0,2.0,5.0,4.0,Low,1.0,4th percentile,Negligible
APTV,2022-12-31,0.0496883755503459,0.1506661329978844,0.0722168220024015,Aptiv Plc,Consumer Cyclical,Auto Parts,"160,000",12.0,2.0,5.0,4.0,Low,1.0,4th percentile,Negligible
APTV,2021-12-31,0.0517992060443078,0.1559738762965808,0.0761301062876168,Aptiv Plc,Consumer Cyclical,Auto Parts,"160,000",12.0,2.0,5.0,4.0,Low,1.0,4th percentile,Negligible
APTV,2020-12-31,0.1380682687892239,0.1484769631103627,0.1621001071483239,Aptiv Plc,Consumer Cyclical,Auto Parts,"160,000",12.0,2.0,5.0,4.0,Low,1.0,4th percentile,Negligible
ACGL,2024-12-31,0.2472477064220183,0.9865252293577982,0.2565366972477064,Arch Capital Group Ltd,Financial Services,Insurance—Diversified,"5,800",21.0,1.0,12.0,7.0,Moderate,2.0,28th percentile,
ACGL,2023-12-31,0.3258764852574446,0.8976089188792724,0.9929587795217838,Arch Capital Group Ltd,Financial Services,Insurance—Diversified,"5,800",21.0,1.0,12.0,7.0,Moderate,2.0,28th percentile,
ACGL,2022-12-31,0.1537522902684904,0.8714173554876912,0.1757484512529717,Arch Capital Group Ltd,Financial Services,Insurance—Diversified,"5,800",21.0,1.0,12.0,7.0,Moderate,2.0,28th percentile,
ACGL,2021-12-31,0.2416777748434836,0.8788193799805425,0.2524467213670379,Arch Capital Group Ltd,Financial Services,Insurance—Diversified,"5,800",21.0,1.0,12.0,7.0,Moderate,2.0,28th percentile,
ACGL,2020-12-31,0.1694430151943086,0.8861708355495417,0.1776719998726936,Arch Capital Group Ltd,Financial Services,Insurance—Diversified,"5,800",21.0,1.0,12.0,7.0,Moderate,2.0,28th percentile,
ADM,2024-12-31,0.0210452472816555,0.0675552437741143,0.0242254179819946,Archer Daniels Midland Co,Consumer Defensive,Farm Products,"40,360",36.0,18.0,5.0,13.0,Significant,3.0,83rd percentile,Severe
ADM,2023-12-31,0.0370788311066162,0.0799808378133816,0.0431894395060414,Archer Daniels Midland Co,Consumer Defensive,Farm Products,"40,360",36.0,18.0,5.0,13.0,Significant,3.0,83rd percentile,Severe
ADM,2022-12-31,0.0426125206189615,0.0743264472547325,0.0559166601209645,Archer Daniels Midland Co,Consumer Defensive,Farm Products,"40,360",36.0,18.0,5.0,13.0,Significant,3.0,83rd percentile,Severe
ADM,2021-12-31,0.0317774988562915,0.0702295628101209,0.0443172353927905,Archer Daniels Midland Co,Consumer Defensive,Farm Products,"40,360",36.0,18.0,5.0,13.0,Significant,3.0,83rd percentile,Severe
ADM,2020-12-31,0.027534768083288,0.0691943127962085,0.0421257089581229,Archer Daniels Midland Co,Consumer Defensive,Farm Products,"40,360",36.0,18.0,5.0,13.0,Significant,3.0,83rd percentile,Severe
ANET,2024-12-31,0.4072532544659215,0.6413264838402627,0.4204704571345506,Arista Networks Inc,Technology,Computer Hardware,"3,612",16.0,0.0,7.0,9.0,Low,1.0,14th percentile,Negligible
ANET,2023-12-31,0.3561879113363302,0.6194841171788932,0.3851850322379836,Arista Networks Inc,Technology,Computer Hardware,"3,612",16.0,0.0,7.0,9.0,Low,1.0,14th percentile,Negligible
ANET,2022-12-31,0.3086853018845961,0.6107068433870235,0.3485500911827741,Arista Networks Inc,Technology,Computer Hardware,"3,612",16.0,0.0,7.0,9.0,Low,1.0,14th percentile,Negligible
ANET,2021-12-31,0.2852250497534461,0.6379767282432344,0.3136795772916012,Arista Networks Inc,Technology,Computer Hardware,"3,612",16.0,0.0,7.0,9.0,Low,1.0,14th percentile,Negligible
ANET,2020-12-31,0.2738095854519847,0.6394296987458965,0.3019117053115582,Arista Networks Inc,Technology,Computer Hardware,"3,612",16.0,0.0,7.0,9.0,Low,1.0,14th percentile,Negligible
AJG,2024-12-31,0.1265869890695722,0.8482115812339354,0.1975006274394412,Arthur J Gallagher & Co,Financial Services,Insurance Brokers,"45,641",21.0,0.1,10.5,10.7,Moderate,2.0,30th percentile,Medium
AJG,2023-12-31,0.0962579056583167,0.4214994191761236,0.1845828493134363,Arthur J Gallagher & Co,Financial Services,Insurance Brokers,"45,641",21.0,0.1,10.5,10.7,Moderate,2.0,30th percentile,Medium
AJG,2022-12-31,0.1303066451477089,0.4207190138703717,0.1949453839496643,Arthur J Gallagher & Co,Financial Services,Insurance Brokers,"45,641",21.0,0.1,10.5,10.7,Moderate,2.0,30th percentile,Medium
AJG,2021-12-31,0.110458742417229,0.3624747240967671,0.1628620849270348,Arthur J Gallagher & Co,Financial Services,Insurance Brokers,"45,641",21.0,0.1,10.5,10.7,Moderate,2.0,30th percentile,Medium
AJG,2020-12-31,0.1168145633007104,0.3579621650925899,0.1484007190344394,Arthur J Gallagher & Co,Financial Services,Insurance Brokers,"45,641",21.0,0.1,10.5,10.7,Moderate,2.0,30th percentile,Medium
AIZ,2024-12-31,0.0640033677120606,1.0,0.087080614607451,Assurant Inc,Financial Services,Insurance—Specialty,"13,700",24.0,2.0,11.0,12.0,Significant,3.0,43rd percentile,
AIZ,2023-12-31,0.0577185669625211,1.0,0.0577185669625211,Assurant Inc,Financial Services,Insurance—Specialty,"13,700",24.0,2.0,11.0,12.0,Significant,3.0,43rd percentile,
AIZ,2022-12-31,0.0271362699892082,1.0,0.0449524183263023,Assurant Inc,Financial Services,Insurance—Specialty,"13,700",24.0,2.0,11.0,12.0,Significant,3.0,43rd percentile,
AIZ,2021-12-31,0.0602202677765126,1.0,0.1513506615885979,Assurant Inc,Financial Services,Insurance—Specialty,"13,700",24.0,2.0,11.0,12.0,Significant,3.0,43rd percentile,
AIZ,2020-12-31,0.0459482560927304,1.0,0.0523484895865907,Assurant Inc,Financial Services,Insurance—Specialty,"13,700",24.0,2.0,11.0,12.0,Significant,3.0,43rd percentile,
T,2024-12-31,0.0894912372482343,0.7795252419565786,0.1557105022233847,At&t Inc,Communication Services,Telecom Services,"160,700",22.0,2.3,6.7,13.1,Significant,3.0,32nd percentile,Medium
T,2023-12-31,0.1176201522527526,0.5905920214330055,0.1916309994445715,At&t Inc,Communication Services,Telecom Services,"160,700",22.0,2.3,6.7,13.1,Significant,3.0,32nd percentile,Medium
T,2022-12-31,-0.0705973944227727,0.5788671619416769,-0.0379904092230476,At&t Inc,Communication Services,Telecom Services,"160,700",22.0,2.3,6.7,13.1,Significant,3.0,32nd percentile,Medium
T,2021-12-31,0.1498157238991927,0.5493292946776287,0.1932064041540458,At&t Inc,Communication Services,Telecom Services,"160,700",22.0,2.3,6.7,13.1,Significant,3.0,32nd percentile,Medium
T,2020-12-31,-0.0301350721937587,0.5346995808104331,0.0372904052165812,At&t Inc,Communication Services,Telecom Services,"160,700",22.0,2.3,6.7,13.1,Significant,3.0,32nd percentile,Medium
ATO,2024-09-30,0.2503837162653201,0.5791713553317054,0.3254024369133967,Atmos Energy Corp,Utilities,Utilities—Regulated Gas,"4,791",35.0,14.8,6.5,13.4,Moderate,2.0,80th percentile,High
ATO,2023-09-30,0.2070751050730968,0.4814283345227076,0.2496041851007997,Atmos Energy Corp,Utilities,Utilities—Regulated Gas,"4,791",35.0,14.8,6.5,13.4,Moderate,2.0,80th percentile,High
ATO,2022-09-30,0.1843075430627213,0.5995260922939541,0.2191946901012028,Atmos Energy Corp,Utilities,Utilities—Regulated Gas,"4,791",35.0,14.8,6.5,13.4,Moderate,2.0,80th percentile,High
ATO,2021-09-30,0.1953235372664336,0.696927357086888,0.2655908014403564,Atmos Energy Corp,Utilities,Utilities—Regulated Gas,"4,791",35.0,14.8,6.5,13.4,Moderate,2.0,80th percentile,High
ATO,2020-09-30,0.2131917024944198,0.7664579919372934,0.2921159092947276,Atmos Energy Corp,Utilities,Utilities—Regulated Gas,"4,791",35.0,14.8,6.5,13.4,Moderate,2.0,80th percentile,High
ADSK,2025-01-31,0.181373348556516,0.9057250040776382,0.2208448866416571,Autodesk Inc,Technology,Software—Application,"13,700",16.0,3.0,4.0,8.0,,0.0,13th percentile,Negligible
ADSK,2024-01-31,0.1665441176470588,0.914889705882353,0.2073529411764706,Autodesk Inc,Technology,Software—Application,"13,700",16.0,3.0,4.0,8.0,,0.0,13th percentile,Negligible
ADSK,2023-01-31,0.1644355644355644,0.904095904095904,0.1976023976023976,Autodesk Inc,Technology,Software—Application,"13,700",16.0,3.0,4.0,8.0,,0.0,13th percentile,Negligible
ADSK,2022-01-31,0.1133047601677913,0.9045914645267188,0.1407988327557906,Autodesk Inc,Technology,Software—Application,"13,700",16.0,3.0,4.0,8.0,,0.0,13th percentile,Negligible
ADSK,2021-01-31,0.3186998733642887,0.9110647952722668,0.1659719290840016,Autodesk Inc,Technology,Software—Application,"13,700",16.0,3.0,4.0,8.0,,0.0,13th percentile,Negligible
ADP,2024-06-30,0.1953902075760574,0.4544124233176757,0.2591940674700301,Automatic Data Processing,Industrials,Staffing & Employment Services,"63,000",14.0,1.1,5.9,7.0,Low,1.0,8th percentile,Low
ADP,2023-06-30,0.1894271660319117,0.4474078680005774,0.2502415029813126,Automatic Data Processing,Industrials,Staffing & Employment Services,"63,000",14.0,1.1,5.9,7.0,Low,1.0,8th percentile,Low
ADP,2022-06-30,0.1787396277192195,0.4264924264924264,0.2305207203166386,Automatic Data Processing,Industrials,Staffing & Employment Services,"63,000",14.0,1.1,5.9,7.0,Low,1.0,8th percentile,Low
ADP,2021-06-30,0.1731709917762938,0.4241872925746731,0.2215602383142068,Automatic Data Processing,Industrials,Staffing & Employment Services,"63,000",14.0,1.1,5.9,7.0,Low,1.0,8th percentile,Low
ADP,2020-06-30,0.1690564641050597,0.4211641009472371,0.2153353712867894,Automatic Data Processing,Industrials,Staffing & Employment Services,"63,000",14.0,1.1,5.9,7.0,Low,1.0,8th percentile,Low
AZO,2024-08-31,0.1439907198749093,0.530930757736989,0.2049028169845888,Autozone Inc,Consumer Cyclical,Specialty Retail,"69,440",11.0,0.1,3.8,7.1,Moderate,2.0,3rd percentile,Low
AZO,2023-08-26,0.144835637815873,0.5195803063364826,0.1990000807116418,Autozone Inc,Consumer Cyclical,Specialty Retail,"69,440",11.0,0.1,3.8,7.1,Moderate,2.0,3rd percentile,Low
AZO,2022-08-27,0.1494935771890995,0.5213223046929559,0.2012480133495526,Autozone Inc,Consumer Cyclical,Specialty Retail,"69,440",11.0,0.1,3.8,7.1,Moderate,2.0,3rd percentile,Low
AZO,2021-08-28,0.1483510297797237,0.5275464068187854,0.2012720798300157,Autozone Inc,Consumer Cyclical,Specialty Retail,"69,440",11.0,0.1,3.8,7.1,Moderate,2.0,3rd percentile,Low
AZO,2020-08-29,0.1371894020939098,0.5360014794212176,0.1913937077258039,Autozone Inc,Consumer Cyclical,Specialty Retail,"69,440",11.0,0.1,3.8,7.1,Moderate,2.0,3rd percentile,Low
AVB,2024-12-31,0.3713398200330364,0.6315900742580799,0.3142849592467731,Avalonbay Communities Inc,Real Estate,REIT—Residential,"2,859",11.0,3.0,5.0,3.0,Low,1.0,3rd percentile,Negligible
AVB,2023-12-31,0.3339459825991789,0.6447310185689534,0.617214293855207,Avalonbay Communities Inc,Real Estate,REIT—Residential,"2,859",11.0,3.0,5.0,3.0,Low,1.0,3rd percentile,Negligible
AVB,2022-12-31,0.4383260727233187,0.6456012579402077,0.3169986959435438,Avalonbay Communities Inc,Real Estate,REIT—Residential,"2,859",11.0,3.0,5.0,3.0,Low,1.0,3rd percentile,Negligible
AVB,2021-12-31,0.4376316534849772,0.6278876615029305,0.2838032986905462,Avalonbay Communities Inc,Real Estate,REIT—Residential,"2,859",11.0,3.0,5.0,3.0,Low,1.0,3rd percentile,Negligible
AVB,2020-12-31,0.3596419528249946,0.642325664059835,0.311527897096418,Avalonbay Communities Inc,Real Estate,REIT—Residential,"2,859",11.0,3.0,5.0,3.0,Low,1.0,3rd percentile,Negligible
AVY,2024-12-28,0.080507555078406,0.289034571764679,0.1273912993821168,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,"2,900",15.0,10.6,3.7,1.1,Low,1.0,11th percentile,Low
AVY,2023-12-30,0.0601365326446923,0.2722881771337709,0.1152278134452375,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,"2,900",15.0,10.6,3.7,1.1,Low,1.0,11th percentile,Low
AVY,2022-12-31,0.0837564855685727,0.2659719226046265,0.1198544135054705,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,"2,900",15.0,10.6,3.7,1.1,Low,1.0,11th percentile,Low
AVY,2022-01-01,0.0880201705457702,0.2750615463292223,0.1263989153574444,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,"2,900",15.0,10.6,3.7,1.1,Low,1.0,11th percentile,Low
AVY,2021-01-02,0.0797389371010542,0.2758803700781754,0.1228860360037294,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,"2,900",15.0,10.6,3.7,1.1,Low,1.0,11th percentile,Low
BALL,2024-12-31,0.3398050021195422,0.2069520983467571,0.1002967359050445,Ball Corp,Consumer Cyclical,Packaging & Containers,"21,000",11.0,5.9,3.8,1.1,Moderate,2.0,3rd percentile,Low
BALL,2023-12-31,0.0503956090954451,0.190320051322261,0.101646589208069,Ball Corp,Consumer Cyclical,Packaging & Containers,"21,000",11.0,5.9,3.8,1.1,Moderate,2.0,3rd percentile,Low
BALL,2022-12-31,0.0468434425695485,0.1682845787999218,0.0825460942080917,Ball Corp,Consumer Cyclical,Packaging & Containers,"21,000",11.0,5.9,3.8,1.1,Moderate,2.0,3rd percentile,Low
BALL,2021-12-31,0.0635725146622257,0.1973789008761132,0.102816595467381,Ball Corp,Consumer Cyclical,Packaging & Containers,"21,000",11.0,5.9,3.8,1.1,Moderate,2.0,3rd percentile,Low
BALL,2020-12-31,0.0496562261268143,0.2086410321704439,0.1038961038961039,Ball Corp,Consumer Cyclical,Packaging & Containers,"21,000",11.0,5.9,3.8,1.1,Moderate,2.0,3rd percentile,Low
BAC,2024-12-31,0.2662950131027511,1.0,0.2871220077144287,Bank of America Corp,Financial Services,Banks—Diversified,"216,000",27.0,1.6,11.2,14.4,Significant,3.0,52nd percentile,Medium
BAC,2023-12-31,0.2689666365729704,1.0,0.2874996196021546,Bank of America Corp,Financial Services,Banks—Diversified,"216,000",27.0,1.6,11.2,14.4,Significant,3.0,52nd percentile,Medium
